feedback_id,customer_name,feedback,date,product,clean_feedback,sentiment,confidence_score
315,Anitha,Support team was very helpful,2025-05-03,E-commerce,support team very helpful,positive,0.2
316,Suresh,Support team was very helpful,2025-12-05,E-commerce,support team very helpful,positive,0.2
317,Pooja,Very bad experience and disappointed,2025-08-07,Mobile,very bad experience disappointed,negative,-0.8299999999999998
318,Pooja,Delivery was too late,2025-03-15,Headphones,delivery too late,negative,-0.3
319,Divya,Worst product ever,2025-01-05,Smart Watch,worst product ever,negative,-1.0
320,Anitha,Very bad experience and disappointed,2025-05-22,Mobile App,very bad experience disappointed,negative,-0.8299999999999998
321,Arun,Okay for the price,2025-06-03,Mobile App,okay price,positive,0.5
322,Suresh,Very happy with the product,2025-10-18,Laptop,very happy product,positive,1.0
323,Divya,Support team was very helpful,2025-07-20,Laptop,support team very helpful,positive,0.2
324,Priya,Worst product ever,2025-03-15,Mobile,worst product ever,negative,-1.0
325,Rahul,Very happy with the product,2025-12-30,Internet Service,very happy product,positive,1.0
326,Sneha,Very bad experience and disappointed,2025-09-19,Laptop,very bad experience disappointed,negative,-0.8299999999999998
327,Anitha,"Amazing experience, highly recommend",2025-04-24,Mobile,amazing experience highly recommend,positive,0.38000000000000006
328,Pooja,Okay for the price,2025-02-09,Banking App,okay price,positive,0.5
329,Suresh,"Amazing experience, highly recommend",2025-11-23,Internet Service,amazing experience highly recommend,positive,0.38000000000000006
330,Manoj,Decent product,2025-05-16,Internet Service,decent product,positive,0.16666666666666666
331,Priya,Great service and fast delivery,2025-12-11,Banking App,great service fast delivery,positive,0.5
332,Karthik,Very bad experience and disappointed,2025-06-28,Laptop,very bad experience disappointed,negative,-0.8299999999999998
333,Divya,Support team was very helpful,2025-12-15,Banking App,support team very helpful,positive,0.2
334,Manoj,Very happy with the product,2025-09-21,Internet Service,very happy product,positive,1.0
335,Suresh,Average experience,2025-07-04,Mobile App,average experience,negative,-0.15
336,Divya,Very happy with the product,2025-01-15,E-commerce,very happy product,positive,1.0
337,Anitha,Nothing special,2025-03-10,Headphones,nothing special,positive,0.35714285714285715
338,Karthik,Customer support did not respond,2025-01-28,Banking App,customer support did not respond,neutral,0.0
339,Priya,Decent product,2025-04-12,E-commerce,decent product,positive,0.16666666666666666
340,Sneha,Poor quality and waste of money,2025-09-04,Mobile,poor quality waste money,negative,-0.30000000000000004
341,Sneha,Delivery was too late,2025-02-11,E-commerce,delivery too late,negative,-0.3
342,Arun,"Amazing experience, highly recommend",2025-09-25,Banking App,amazing experience highly recommend,positive,0.38000000000000006
343,Manoj,"Amazing experience, highly recommend",2025-10-01,Laptop,amazing experience highly recommend,positive,0.38000000000000006
344,Divya,Okay for the price,2025-10-17,Headphones,okay price,positive,0.5
345,Arun,Worst product ever,2025-05-12,Smart Watch,worst product ever,negative,-1.0
346,Anitha,Poor quality and waste of money,2025-09-16,Laptop,poor quality waste money,negative,-0.30000000000000004
347,Rahul,Customer support did not respond,2025-02-26,Banking App,customer support did not respond,neutral,0.0
348,Suresh,Delivery was too late,2025-10-20,E-commerce,delivery too late,negative,-0.3
349,Rahul,Average experience,2025-10-31,Internet Service,average experience,negative,-0.15
350,Manoj,Nothing special,2025-01-23,Banking App,nothing special,positive,0.35714285714285715
351,Arun,Okay for the price,2025-11-27,Mobile App,okay price,positive,0.5
352,Anitha,Worst product ever,2025-06-22,Mobile,worst product ever,negative,-1.0
353,Pooja,Delivery was too late,2025-03-30,Mobile,delivery too late,negative,-0.3
354,Priya,Great service and fast delivery,2025-05-17,E-commerce,great service fast delivery,positive,0.5
355,Suresh,Very happy with the product,2025-10-10,Mobile App,very happy product,positive,1.0
356,Suresh,Nothing special,2025-08-10,Mobile,nothing special,positive,0.35714285714285715
357,Manoj,Worst product ever,2025-11-06,Internet Service,worst product ever,negative,-1.0
358,Pooja,Poor quality and waste of money,2025-10-17,Smart Watch,poor quality waste money,negative,-0.30000000000000004
359,Divya,Worst product ever,2025-03-03,Laptop,worst product ever,negative,-1.0
360,Priya,Very bad experience and disappointed,2025-10-29,Internet Service,very bad experience disappointed,negative,-0.8299999999999998
361,Pooja,Excellent quality and very satisfied,2025-08-18,Headphones,excellent quality very satisfied,positive,0.825
362,Karthik,Acceptable performance,2025-10-14,Smart Watch,acceptable performance,neutral,0.0
363,Suresh,Nothing special,2025-03-21,Smart Watch,nothing special,positive,0.35714285714285715
364,Karthik,Very bad experience and disappointed,2025-06-05,E-commerce,very bad experience disappointed,negative,-0.8299999999999998
365,Arun,"Amazing experience, highly recommend",2025-07-18,Internet Service,amazing experience highly recommend,positive,0.38000000000000006
366,Manoj,Worst product ever,2025-07-04,Banking App,worst product ever,negative,-1.0
367,Anitha,Very bad experience and disappointed,2025-07-21,Laptop,very bad experience disappointed,negative,-0.8299999999999998
368,Manoj,Customer support did not respond,2025-07-25,Mobile,customer support did not respond,neutral,0.0
369,Divya,Nothing special,2025-07-03,Smart Watch,nothing special,positive,0.35714285714285715
370,Karthik,Poor quality and waste of money,2025-09-20,Headphones,poor quality waste money,negative,-0.30000000000000004
371,Suresh,Excellent quality and very satisfied,2025-07-22,E-commerce,excellent quality very satisfied,positive,0.825
372,Manoj,Very bad experience and disappointed,2025-05-16,Smart Watch,very bad experience disappointed,negative,-0.8299999999999998
373,Rahul,Delivery was too late,2025-10-24,E-commerce,delivery too late,negative,-0.3
374,Divya,Support team was very helpful,2025-01-31,Smart Watch,support team very helpful,positive,0.2
375,Rahul,Great service and fast delivery,2025-09-28,Headphones,great service fast delivery,positive,0.5
376,Sneha,Decent product,2025-07-21,Banking App,decent product,positive,0.16666666666666666
377,Karthik,Acceptable performance,2025-05-23,Banking App,acceptable performance,neutral,0.0
378,Karthik,Great service and fast delivery,2025-05-22,Headphones,great service fast delivery,positive,0.5
379,Divya,Delivery was too late,2025-07-24,Banking App,delivery too late,negative,-0.3
380,Divya,Nothing special,2025-05-01,Mobile App,nothing special,positive,0.35714285714285715
381,Priya,"Amazing experience, highly recommend",2025-01-05,Smart Watch,amazing experience highly recommend,positive,0.38000000000000006
382,Priya,Worst product ever,2025-04-29,Internet Service,worst product ever,negative,-1.0
383,Divya,Okay for the price,2025-10-03,E-commerce,okay price,positive,0.5
384,Sneha,Decent product,2025-06-01,E-commerce,decent product,positive,0.16666666666666666
385,Suresh,"Amazing experience, highly recommend",2025-04-06,Internet Service,amazing experience highly recommend,positive,0.38000000000000006
386,Rahul,Very bad experience and disappointed,2025-09-29,E-commerce,very bad experience disappointed,negative,-0.8299999999999998
387,Divya,Decent product,2025-05-25,Laptop,decent product,positive,0.16666666666666666
388,Divya,Nothing special,2025-01-02,Internet Service,nothing special,positive,0.35714285714285715
389,Karthik,Excellent quality and very satisfied,2025-01-29,E-commerce,excellent quality very satisfied,positive,0.825
390,Sneha,Average experience,2025-07-13,Mobile App,average experience,negative,-0.15
391,Rahul,Customer support did not respond,2025-01-19,E-commerce,customer support did not respond,neutral,0.0
392,Priya,Average experience,2025-04-06,E-commerce,average experience,negative,-0.15
393,Priya,Poor quality and waste of money,2025-09-25,Mobile App,poor quality waste money,negative,-0.30000000000000004
394,Arun,Okay for the price,2025-02-11,Laptop,okay price,positive,0.5
395,Pooja,Decent product,2025-11-22,Headphones,decent product,positive,0.16666666666666666
396,Manoj,Okay for the price,2025-11-08,Mobile App,okay price,positive,0.5
397,Priya,Worst product ever,2025-06-28,Internet Service,worst product ever,negative,-1.0
398,Pooja,Decent product,2025-04-15,Headphones,decent product,positive,0.16666666666666666
399,Karthik,Poor quality and waste of money,2025-01-25,E-commerce,poor quality waste money,negative,-0.30000000000000004
400,Karthik,Nothing special,2025-02-06,Smart Watch,nothing special,positive,0.35714285714285715
401,Pooja,Great service and fast delivery,2025-12-12,Laptop,great service fast delivery,positive,0.5
402,Pooja,"Amazing experience, highly recommend",2025-03-03,Headphones,amazing experience highly recommend,positive,0.38000000000000006
403,Rahul,Okay for the price,2025-08-04,Headphones,okay price,positive,0.5
404,Divya,"Amazing experience, highly recommend",2025-08-12,Laptop,amazing experience highly recommend,positive,0.38000000000000006
405,Arun,Acceptable performance,2025-11-10,Headphones,acceptable performance,neutral,0.0
406,Anitha,Okay for the price,2025-10-13,Laptop,okay price,positive,0.5
407,Manoj,Very happy with the product,2025-06-14,Mobile App,very happy product,positive,1.0
408,Suresh,Delivery was too late,2025-06-13,E-commerce,delivery too late,negative,-0.3
409,Divya,Okay for the price,2025-06-16,Laptop,okay price,positive,0.5
410,Divya,Acceptable performance,2025-04-23,E-commerce,acceptable performance,neutral,0.0
411,Karthik,Customer support did not respond,2025-07-30,Mobile,customer support did not respond,neutral,0.0
412,Suresh,Very bad experience and disappointed,2025-05-21,Laptop,very bad experience disappointed,negative,-0.8299999999999998
413,Divya,Customer support did not respond,2025-09-12,Mobile,customer support did not respond,neutral,0.0
414,Arun,Acceptable performance,2025-05-02,E-commerce,acceptable performance,neutral,0.0
415,Pooja,Decent product,2025-09-26,Banking App,decent product,positive,0.16666666666666666
416,Karthik,Great service and fast delivery,2025-06-09,Banking App,great service fast delivery,positive,0.5
417,Rahul,Customer support did not respond,2025-03-09,Mobile App,customer support did not respond,neutral,0.0
418,Rahul,Okay for the price,2025-05-28,E-commerce,okay price,positive,0.5
419,Arun,Customer support did not respond,2025-10-02,Mobile App,customer support did not respond,neutral,0.0
420,Rahul,Nothing special,2025-03-27,Mobile,nothing special,positive,0.35714285714285715
421,Divya,Very bad experience and disappointed,2025-10-21,E-commerce,very bad experience disappointed,negative,-0.8299999999999998
422,Suresh,Average experience,2025-04-17,Mobile,average experience,negative,-0.15
423,Priya,Worst product ever,2025-09-26,Laptop,worst product ever,negative,-1.0
424,Priya,Very happy with the product,2025-07-23,E-commerce,very happy product,positive,1.0
425,Sneha,Support team was very helpful,2025-11-22,Internet Service,support team very helpful,positive,0.2
426,Suresh,Excellent quality and very satisfied,2025-06-07,Smart Watch,excellent quality very satisfied,positive,0.825
427,Karthik,Poor quality and waste of money,2025-02-11,Mobile,poor quality waste money,negative,-0.30000000000000004
428,Manoj,Decent product,2025-02-12,Laptop,decent product,positive,0.16666666666666666
429,Arun,Excellent quality and very satisfied,2025-02-07,Headphones,excellent quality very satisfied,positive,0.825
430,Anitha,Decent product,2025-02-24,Headphones,decent product,positive,0.16666666666666666
431,Sneha,Okay for the price,2025-06-30,E-commerce,okay price,positive,0.5
432,Manoj,Acceptable performance,2025-07-15,Smart Watch,acceptable performance,neutral,0.0
433,Anitha,"Amazing experience, highly recommend",2025-04-10,Laptop,amazing experience highly recommend,positive,0.38000000000000006
434,Sneha,Poor quality and waste of money,2025-12-08,Smart Watch,poor quality waste money,negative,-0.30000000000000004
435,Sneha,Excellent quality and very satisfied,2025-01-19,Headphones,excellent quality very satisfied,positive,0.825
436,Rahul,Nothing special,2025-09-09,Internet Service,nothing special,positive,0.35714285714285715
437,Pooja,Support team was very helpful,2025-12-15,Mobile,support team very helpful,positive,0.2
438,Divya,Poor quality and waste of money,2025-11-23,E-commerce,poor quality waste money,negative,-0.30000000000000004
439,Divya,Great service and fast delivery,2025-09-07,Laptop,great service fast delivery,positive,0.5
440,Priya,Delivery was too late,2025-06-14,Laptop,delivery too late,negative,-0.3
